case_id,case_number,case_type,status,opened_date,closed_date,jurisdiction_location_id,description
ed30eecf-73ab-48c3-8d22-17fa2edee781,FIR/MUT/2024/2788,missing_person,chargesheet_filed,2023-12-23,,c0975979-9043-4963-855f-ca856764a207,"Case ID MP-2023-107: A retail store manager in Alwarpet, Chennai, filed a police complaint after a newly hired cashier left the cash counter unattended and departed without settling accounts or notifying colleagues."
2eb3c08b-8e63-45a6-812a-f99cb3f447ec,FIR/JAK/2025/4289,missing_person,chargesheet_filed,2024-05-20,,f77c2362-fa09-4024-9ad2-7cf845b2b17e,Case ID MP-2023-108: Relatives visiting from another state reported that their teenage niece went missing from a crowded railway station platform in Pune while waiting for an outbound connecting train.
3305f37c-98a8-4459-929c-49b2a395e9dd,FIR/ALA/2024/7134,murder,under_investigation,2023-10-17,,399368c8-c978-469c-be30-609d71bcffc7,"The victim was found deceased with multiple stab wounds inside a locked apartment in South Delhi after neighbors reported a foul smell, and preliminary investigation points to a financial dispute with a business associate."
28ced12b-8d14-4609-9781-aef154d1f63f,FIR/LUN/2024/8996,murder,closed,2024-02-26,2025-04-21,d0184a09-161d-4442-9ae0-17c96fb4622e,A late-night altercation outside a local dhaba in Mumbai escalated when the accused struck the victim on the head with a heavy iron rod following a heated argument over unpaid bills.
64aaac8b-2f9b-48c9-81c8-676200ea7a71,FIR/HUN/2024/2302,murder,convicted,2023-07-02,2025-01-01,0f50f615-7033-4550-b3c0-1327c1c40070,"The local police registered a murder case after an elderly couple was found strangled in their independent house in Bengaluru, with signs of forced entry and missing household valuables indicating a robbery gone wrong."
da173799-a7ca-4176-89e5-63c8cc1a85b5,FIR/LAS/2023/7841,murder,chargesheet_filed,2024-12-16,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,"An unidentified body bearing severe blunt force trauma was recovered from the banks of the Hooghly River in Kolkata, and forensic teams are currently analyzing fingerprints to establish identity and trace suspects."
85e7471a-2f4c-4ad6-bdfa-96aa2f893053,FIR/MUT/2025/8726,murder,closed,2025-02-16,2025-05-19,c0975979-9043-4963-855f-ca856764a207,A property dispute among siblings in a residential locality of Lucknow turned fatal when the younger brother allegedly fired a country-made pistol at the elder sibling during a family panchayat meeting.
23129f1c-f30b-47c8-b92d-f6c48004aab2,FIR/LUN/2024/6592,murder,under_investigation,2023-08-01,,d0184a09-161d-4442-9ae0-17c96fb4622e,"The body of a local cab driver was discovered in the outskirts of Hyderabad with his throat slit, and the vehicle missing, prompting highway patrols to track the stolen car using automated number plate recognition."
862d2be7-a639-4e04-9b56-432b9d9a2906,FIR/LUN/2023/9683,robbery,convicted,2025-02-06,2025-05-23,d0184a09-161d-4442-9ae0-17c96fb4622e,"Two helmeted individuals on a motorcycle intercepted a merchant in Karol Bagh, Delhi, forcibly snatching a bag containing four lakh rupees in cash before fleeing."
f597c597-e3e3-4f43-a9a1-0f77e79b3698,FIR/KAL/2023/7742,robbery,under_investigation,2024-07-14,,1c6b2c51-aa55-4558-ae96-d1770fade444,"An armed intruder entered a residential apartment in Andheri West, Mumbai, threatening the domestic help with a blade and escaping with gold jewelry and a laptop."
2e65ce5c-71f9-480b-8583-5a4077523aed,FIR/LAS/2025/5631,robbery,under_investigation,2023-12-03,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,"Three unidentified persons posing as courier delivery agents forced their way into a senior citizen's home in Alipore, Kolkata, looting valuables at knifepoint."
74dd3ce2-a7b9-4da7-b8a1-52b24fd70e43,FIR/DHA/2023/4839,robbery,closed,2024-08-06,2025-05-14,3a90b419-d49b-432d-b67f-8fef620d5ecd,"A late-night highway robbery occurred near Electronic City, Bengaluru, where a cab was waylaid by miscreants who looted the passengers of their mobile phones and wallets."
2a684c71-4f34-48e8-9e6d-f484768e9414,FIR/CHA/2024/4628,robbery,convicted,2024-07-24,2025-04-29,b9753cbb-9cd4-451b-9705-22cc5bde2d04,"A lone miscreant snatched a gold chain from a pedestrian near Anna Salai, Chennai, during peak evening traffic and escaped into a nearby crowded alleyway."
d1a84f74-a7bb-49b2-b8d3-976d93d38daa,FIR/LOK/2024/9997,robbery,closed,2024-09-21,2025-05-26,44a689bd-ea9d-49fe-917d-79a7404e631f,"A jewelry store in Banjara Hills, Hyderabad, reported an armed daylight robbery where two masked men threatened the store attendant and emptied the display counter."
4f628db8-cafc-4171-813e-9c7715bf87e1,FIR/DHA/2024/9043,robbery,chargesheet_filed,2024-02-01,,3a90b419-d49b-432d-b67f-8fef620d5ecd,"Miscreants aboard a moving auto-rickshaw snatched a handbag from a woman traveling on a separate two-wheeler along Ashram Chowk, New Delhi, causing minor injuries."
50141311-b991-40e8-9e4f-47fd9b88de45,FIR/JAK/2023/4535,robbery,closed,2023-08-15,2024-06-25,f77c2362-fa09-4024-9ad2-7cf845b2b17e,"A security guard at an ATM kiosk in Salt Lake, Kolkata, was assaulted with an iron rod by a gang attempting to break open the cash chest during the early hours."
83ef2190-f323-4176-84b7-ac66d71b99ac,FIR/JAK/2024/7841,robbery,closed,2023-12-18,2025-05-28,f77c2362-fa09-4024-9ad2-7cf845b2b17e,"Three youths on a scooter intercepted a delivery executive in Koramangala, Bengaluru, and robbed him of his smartphone and daily collection cash under threat of assault."
a906a912-211b-4d75-a052-9e7991e9a260,FIR/SIN/2024/3568,robbery,closed,2024-06-27,2024-09-12,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,"A shopkeeper in CG Road, Ahmedabad, was robbed at gunpoint by two men who barged into the establishment shortly before closing time and emptied the cash register."
b0a2c2f7-0d93-4b20-89c4-a943ac8b44a7,FIR/LUN/2023/6754,robbery,chargesheet_filed,2024-04-09,,d0184a09-161d-4442-9ae0-17c96fb4622e,"A late-night pedestrian returning from a factory shift in Pimpri, Pune, was cornered by three men who relieved him of his watch, silver ring, and wallet."
dc78a2bc-f59d-4e50-ad7e-b613cdf894c2,FIR/CHO/2025/5215,robbery,under_investigation,2024-06-10,,3882bfc6-6f3e-42f1-acd5-875175110e2b,"Miscreants broke the window of a parked car in Sector 17, Chandigarh, and stole a briefcase containing official documents, a laptop, and cash."
c1c38a5c-48c0-449f-986b-ee15b24bb558,FIR/NAW/2023/6181,other,chargesheet_filed,2025-02-18,,3bcf3cb2-15e9-4118-b082-241e75e7f818,The complainant reported a missing pet dog of a foreign breed from a residential society parking lot in South Delhi.
a5946d0c-3dd2-4747-87e6-dab3273b8edd,FIR/ALA/2025/7955,other,chargesheet_filed,2023-06-17,,399368c8-c978-469c-be30-609d71bcffc7,A local vendor filed a complaint regarding a damaged weighing scale after a dispute over vegetable prices in a Pune market.
a1525c76-83db-45ff-8b10-65aed86c393f,FIR/JAK/2025/6729,other,chargesheet_filed,2025-03-08,,f77c2362-fa09-4024-9ad2-7cf845b2b17e,The station received an anonymous tip concerning an abandoned old bicycle blocking a narrow lane in a residential area of Jaipur.
ea69dc0e-e8b8-4189-9283-aff20e64d86e,FIR/SIN/2024/9295,other,closed,2025-02-09,2025-03-25,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,Residents of an apartment complex in Bengaluru lodged a nuisance complaint over a stray dog pack creating a disturbance at night.
2c499bb1-b083-4669-9e0a-669387b0d365,FIR/EJA/2024/2164,other,closed,2025-04-17,2025-05-10,c72b3670-988d-4140-b70e-75cb3ec17b11,"A civic worker reported a missing manhole cover on a main arterial road in Chennai, prompting a temporary barricade setup."
d560c216-fe10-4c15-8742-e7cf32118be3,FIR/LUN/2023/3221,other,under_investigation,2024-02-14,,d0184a09-161d-4442-9ae0-17c96fb4622e,The management of a Kolkata heritage building filed a report regarding a fallen tree branch that damaged the perimeter wall.
c02c1acf-0cd9-41df-8448-9c0e5eebed97,FIR/ALA/2024/8841,other,chargesheet_filed,2024-02-28,,399368c8-c978-469c-be30-609d71bcffc7,A commuter submitted a lost property application for an umbrella left behind on a local suburban train in Mumbai.
dbb8c6dc-1d61-4d8c-a6ee-123b24798735,FIR/SHA/2023/5628,other,convicted,2024-04-05,2025-01-20,a67d384b-edfc-4caa-8a46-8b72e3208724,Shopkeepers in a commercial market of Hyderabad reported a temporary power outage caused by a short circuit in a transformer box.
89d83932-451d-4f56-a8e6-67f3826da5a4,FIR/SIN/2023/7805,other,closed,2023-12-18,2024-12-07,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,The security guard of a closed industrial unit in Ahmedabad notified police about a stray cow wandering into the premises.
b720a3ba-0761-4c94-8f67-3977a371769e,FIR/LAS/2023/3368,other,closed,2023-08-27,2024-03-14,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,A resident in Lucknow registered a complaint regarding a persistent water leakage from the overhead municipal pipeline near their gate.
b9787f53-534b-412b-9b7f-7e0190046463,FIR/NAW/2025/5891,narcotics,under_investigation,2024-02-23,,3bcf3cb2-15e9-4118-b082-241e75e7f818,"Investigation into a suspected narcotics distribution ring operating across multiple districts, involving repeated courier movements and unexplained cash flows."
23b4b060-fdf5-4d46-9c82-41e1d8db9ee9,FIR/DHA/2024/1075,narcotics,under_investigation,2023-09-13,,3a90b419-d49b-432d-b67f-8fef620d5ecd,"Follow-up probe into a suspected supply chain moving contraband through transport hubs, flagged after informant tips regarding late-night vehicle movements."
04f26d44-0c08-4f75-a336-71b46b7a94f1,FIR/MUT/2024/9875,smuggling,under_investigation,2024-06-17,,c0975979-9043-4963-855f-ca856764a207,Cross-border smuggling investigation involving goods routed through intermediary warehouses and irregular manifest documentation.
b42d372f-b386-46ba-9301-24ab804c2723,FIR/EJA/2024/8274,smuggling,under_investigation,2023-06-04,,c72b3670-988d-4140-b70e-75cb3ec17b11,Customs referral regarding suspected undervaluation and diversion of consignments through a network of trading firms.
a7849323-bce8-46b2-a835-75ac4446df2d,FIR/CHO/2023/5936,fraud,under_investigation,2023-06-04,,3882bfc6-6f3e-42f1-acd5-875175110e2b,Financial fraud investigation into a suspected hawala-style layering scheme using multiple shell trading accounts to obscure the origin of funds.
9e1a4a07-e50c-4870-864f-2d705f28fae5,FIR/HUN/2025/1021,fraud,under_investigation,2024-08-21,,0f50f615-7033-4550-b3c0-1327c1c40070,Bank-flagged suspicious transaction pattern investigation involving structuring of deposits just under reporting thresholds across several accounts.
31b964e9-e0a0-4342-9d40-d7ea00c2e077,FIR/HUN/2023/7466,cybercrime,under_investigation,2024-05-08,,0f50f615-7033-4550-b3c0-1327c1c40070,Investigation into a suspected online phishing/mule-account operation used to route defrauded funds through intermediary accounts before withdrawal.
b8d3ad45-c8d8-4136-823b-dc56797bbe6a,FIR/KAL/2023/3392,human_trafficking,under_investigation,2024-06-22,,1c6b2c51-aa55-4558-ae96-d1770fade444,"Preliminary inquiry into suspected recruitment and transport of individuals under false employment promises, based on informant intelligence."
9148906d-82d0-44c2-9ce4-224479a19d29,FIR/SHA/2023/6047,extortion,under_investigation,2023-07-14,,a67d384b-edfc-4caa-8a46-8b72e3208724,"Extortion complaint investigation involving repeated threatening contact with a local business owner, with calls traced to multiple intermediary numbers."
7d104ee8-3694-4a75-ae8d-165f02f3074f,FIR/CHA/2023/9060,extortion,under_investigation,2024-01-12,,b9753cbb-9cd4-451b-9705-22cc5bde2d04,Follow-up case examining a pattern of intimidation calls linked to a local protection-racket allegation near a wholesale market.
d47201c9-711f-4088-af2a-14e95ccd2b8a,FIR/NAW/2025/3933,other,under_investigation,2024-09-20,,3bcf3cb2-15e9-4118-b082-241e75e7f818,Multi-agency intelligence coordination case consolidating surveillance leads on a suspected organized network operating out of a metropolitan transport hub.
c96763f4-da85-4d19-91b0-4873ddb73a38,FIR/SIN/2024/3125,other,under_investigation,2023-07-20,,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,Joint task force case file tracking suspected coordination between financial intermediaries and known persons of interest from prior narcotics cases.
